text_review,star_rating,lr_prediction,svm_prediction,rf_prediction,gb_prediction,nb_prediction,nn_feedforward_prediction,nn_lstm_prediction,roberta_prediction
"My first ever trip to Bass was overwhelming. Like walking into a Sportsman's Warehouse that had mated with Dick's Sporting Goods, and then gone on steroids. Bass Pro Shops is an outdoor person's dream. 

And it's good for the whole family, oddly enough!

Once you get inside this massive place, you have an upstairs and downstairs. There is a kid's area, a restaurant with fresh fish, a huge women's section and mens, and areas for fishing and boats and hunting and camping and survival and gear for any occasion. You can look at the giant fish tank, climb up a faux rock side for $3, and just be purely entertained for ages. They have snack foods and jerky and sweets. BBQ grills. Do they have guns? I don't know, probably! They have GPS equipment and water bottles and on and on and on. 

It was exhausting in a great way. My camping/outdoors needs tend to be more mimimalist oriented so I prefer an REI. But I like it here a lot. I picked up some socks that have a lifetime guarantee, and a nice woolen shirt for almost nothing, and a couple of gifts for the hunter/outdoors people in my life back in Tucson.

Bass: it is an experience.",4,4,4,4,5,3,5,5,5
"I attended one of her classes for pressure cookers, and had to leave with one. Luckily, she offers great discounts after her classes!

Since then I have also gotten a bosch mixer (don't know how I lived without one all these years!) and also a wheat grinder. Everytime I go in here I find something I can't live without!

Shar has great classes, and tips on how to utilize all her products. Well worth it to attend a class. I just wish the store was closer to Glendale!

So glad I found shar's, now my family enjoys homemade wheat bread and pizzas and all sorts of yummy things that are good for them too!",5,5,4,5,5,5,5,5,5
"I was told to see Greg after a local shop diagnosed my exhaust problem.  He took a few minutes to look at my car, told me what I needed and what it would cost. I went back a week later, he did the work in the time he told me it would take and there was no surprises and my car is doing well. I would recommend this place over ANY muffler shop. Plus you support local business and not a chain.",5,1,1,5,5,1,1,1,5
"We arrived at US Egg on St. Patrick's Day at 10:00 am before the A's vs. Giants Spring Training game and only had a wait of 15 minutes. Not bad to start! Promptly seated we were brought a pitcher of water and ordered our breakfast. The Denver Scramble is delicious! My husband ordered the Hash & eggs - reasonably priced, quick service and a ton of food to start your long days off right!",4,2,2,4,5,1,3,4,4
"This place is so busy - it is most definitely not a hidden gem, although it sits back in the neighborhood.  The food and coffee are good - but most of all, I like that I can walk my dog here to get coffee and the newspaper on the weekend.  I wish that there were more places that allowed pets outside. 

The parking can be a pain and the ordering and picking up of food can be chaotic.  But, once you get settled - this is a good place to visit.",4,4,3,4,4,3,4,3,4
"I was pleasantly surprised by Sauce. We went here for dinner last night, and wanted something quick, tasty and casual. Done. I think of it as a cross between a fast food place and a pizzeria.

I had the Pepperoni and Crimini Mushroom pizza, and it was great. The crust is amazingly thin yet perfect for the pie. The center where the toppings are is a nice and soft but the edges are super crispy with a chip-like ""crunch"". The sauce and toppings were noticeably fresh and perfectly proportioned on the pizza.

M had the Turkey salad, and she too was very pleased. I can describe hers much - as we both stuck to our plates!

The waitstaff was very pleasant and everything came out well; however nothing really blew me away to earn that 5th star.",4,4,4,4,4,3,4,4,4
"The food and drinks are blah, but the service is always great! Happy hour and trivia are always fun at Skip & Jan's.",3,4,4,4,4,4,4,4,3
"By far the best poker room in the state and I have played in every casino poker room in the valley. The action is always there-lots of dead money to be picked up if you know where to look. Good promotions, amazing food served table side and all the sports games you can watch. I wish they would bring back 6-12 limit but 8-16 will have to do =) such an improvement over the tents, though they will always hold a place in my heart. It sucks cause I work right next to the casino and every night after work I have a tough decision..go home to my family or go to my favorite card room and tear it up. If you havent been there-MUST GO.",5,5,5,5,4,2,5,5,5
The place is good- the sushi is fresh and they have pretty awesome fish tanks (love me some puffers) in there.  My only complaint is that the miso soup is a whopping $4!  Is it just me?  Or is that too expensive?  Most sushi places that I frequent have it for about half the price... or it is included in the meal.  Other than that- I'm a fan :),4,4,4,4,4,4,4,4,3
"Sundays are a good day to do, well, a whole lot of nothing.  After a successful day of avoiding anything useful or constructive, a friend and I decided to stop by for some Irish-style refreshments.  

Located in what seems to be the World's Largest Strip Mall With Confusing Parking Lot, this is a very low-key enjoyable place.  It was not at all crowded on this particular afternoon, and as an added bonus, pints were Sunday bargain-priced at $3!  I tried my first ever Dirty Pear (Guinness on top of Ace Pear Cider) - dangerously good.  I wonder if it can be counted as a serving of fruit...

You can't have an Irish bar without fish & chips, and theirs is pretty good - a large slab of lightly-battered fish which was more than enough for sharing, served with a stack of crisp french fries.  While I prefer thick-cut steak fries, these skinny ones were consumed with no problem whatsoever!  

Thank you, Skeptical Chymist, for assisting me in my quest for non-productivity.",4,3,3,4,4,3,4,4,4
"The first time I went to YC's was in scottsdale. I loved how you choose what you like in your bowl and sauces. they cook it up right in front of you. you can stuff your bowl as much as you can. don't worry about getting alot because all you pay for a take out box is 50 cents. it is great for leftovers, the food tastes fresh still. The one in tempe was awesome as well. I love this place. I had one larg bowl, a bowl of rice, chicken soup, and a soda for $10.25 how can you go wrong with that???",5,5,5,5,5,4,5,5,5
